id,p_mean,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,dams_num,aquitard_perc,aquifer_perc,aquifer_aquitard_mixed_perc,kf_very_high_perc,kf_high_perc,kf_medium_perc,kf_moderate_perc,kf_low_perc,kf_very_low_perc,kf_extremely_low_perc,kf_very_high_to_high_perc,kf_medium_to_moderate_perc,kf_low_to_extremely_low_perc,kf_highly_variable_perc,kf_moderate_to_low_perc,cavity_fissure_perc,cavity_pores_perc,cavity_fissure_karst_perc,cavity_fissure_pores_perc,rocktype_sediment_perc,rocktype_metamorphite_perc,rocktype_magmatite_perc,consolidation_solid_rock_perc,consolidation_unconsolidated_rock_perc,geochemical_rocktype_silicate_perc,geochemical_rocktype_silicate_carbonatic_perc,geochemical_rocktype_carbonatic_perc,geochemical_rocktype_sulfatic_perc,geochemical_rocktype_silicate_organic_components_perc,geochemical_rocktype_anthropogenically_modified_through_filling_perc,geochemical_rocktype_sulfatic_halitic_perc,geochemical_rocktype_halitic_perc,waterbody_perc,no_data_perc,q_mean,runoff_ratio,flow_perc_complete,slope_fdc,hfd_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,artificial_surfaces_perc,agricultural_areas_perc,forests_and_seminatural_areas_perc,wetlands_perc,water_bodies_perc,training_perc_complete,validation_perc_complete,testing_perc_complete,clay_0_30cm_mean,clay_30_100cm_mean,clay_100_200cm_mean,silt_0_30cm_mean,silt_30_100cm_mean,silt_100_200cm_mean,sand_0_30cm_mean,sand_30_100cm_mean,sand_100_200cm_mean,coarse_fragments_0_30cm_mean,coarse_fragments_30_100cm_mean,coarse_fragments_100_200cm_mean,bulk_density_0_30cm_mean,bulk_density_30_100cm_mean,bulk_density_100_200cm_mean,soil_organic_carbon_0_30cm_mean,soil_organic_carbon_30_100cm_mean,soil_organic_carbon_100_200cm_mean,gauge_lat,gauge_lon,gauge_easting,gauge_northing,area_metadata,gauge_elev,area,elev_mean,elev_min,elev_5,elev_50,elev_95,elev_max
DE214000,2.79,-0.06,0.15,16.98,1.18,217.23,3.84,0,100,0,0,0,0,0,0,65.53,34.47,0,0,0,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,0,0,0,0,0,0,0,1.64,0.59,78.809,3.33,143.07,0.12,6.15,14.33,4.25,90.61,12.32,0,0,13.85,86.15,0,0,100,98.3,100,25.41,27.07,27.04,49.99,46.75,44.11,24.61,26.18,28.86,20.59,27.17,28.21,1.1,1.51,1.58,52.37,12.9,10.08,50.362977,11.483618,4426565,3028949,12.4,458.46,12.57,628.18,456.35,530.3,632.51,709.17,740.19
DE214010,2.81,-0.04,0.15,16.93,1.17,217.13,3.86,0,100,0,0,0,0,0,0,19.77,78.25,0,0,0,1.98,0,0,100,0,0,0,87.14,1.98,10.87,100,0,87.88,12.12,0,0,0,0,0,0,0,0,1.54,0.55,87.383,2.41,144.9,0.23,5.44,8.87,3.39,40.32,7.85,0,3.27,26.44,70.28,0,0,100,100,100,27.08,28.51,28.41,43.64,40.87,38.92,27.03,28.37,30.43,18.12,25.04,27.17,1.13,1.46,1.52,44.53,11.25,8.37,50.268276,11.54142,4430896,3018503,35.38,434.16,35.11,611.05,419.99,506.47,613.21,700.54,805.98
DE214020,2.8,-0.02,0.14,16.52,1.16,216.38,3.91,0,100,0,0,0,0,0,0,30.26,68.98,0,0,0,0.77,0,0,100,0,0,0,92.81,0.77,6.42,100,0,92.52,7.48,0,0,0,0,0,0,0,0,1.37,0.49,100,2.72,143.58,0.16,4.69,9.22,3.4,56.59,7.17,0,2.69,17.76,79.54,0,0,100,100,100,26.75,28.19,28.43,44.29,41.66,39.64,27.34,28.54,30.31,18.64,25.62,28.02,1.13,1.47,1.52,44.84,11.03,8.5,50.271035,11.461707,4425208,3018694,96.1,361.54,96.03,575.97,360.75,439.11,581.62,688.96,805.98
DE214030,2.81,-0.08,0.15,17.15,1.2,217.03,3.91,0,98.29,0,1.71,0,0,0,0,77.1,21.19,0,0,0,0,0,1.71,90.3,1.7,0.01,7.99,98.87,0.01,1.13,98.3,1.7,91.11,0.9,0,0,7.99,0,0,0,0,0,1.53,0.55,94.524,3.33,137.74,0.08,5.71,14.17,3.77,97.7,12.31,0,4.61,28.02,67.37,0,0,100,100,100,25.82,26.84,27.32,47.33,45.08,42.21,24.64,25.85,28.24,19.17,25.33,27.08,1.12,1.49,1.55,46.93,11.99,9.26,50.321765,11.284641,4412488,3024099,142,350.53,143.31,588.44,350.08,401.81,608.46,720.35,767.9
DE214040,2.96,-0.12,0.14,17.69,1.21,218.33,3.91,0,100,0,0,0,0,0,0,85.43,14.57,0,0,0,0,0,0,99.72,0,0,0.28,100,0,0,100,0,99.72,0,0,0,0.28,0,0,0,0,0,1.81,0.61,71.668,3.24,134.53,0.09,7.33,21.41,4.46,103.28,14.34,0,2.52,28.33,69.15,0,0,99.71,0,100,24.58,25.44,26.21,47.6,45.79,42.82,25.17,26.11,28.32,18.23,24.71,25.87,1.11,1.48,1.54,47.11,11.45,8.63,50.368719,11.306762,4413971,3029349,11.1,414.16,11.13,606.33,412.44,482.9,617.61,692.46,728.62
DE214050,2.67,-0.04,0.13,16.67,1.18,213.78,3.92,0,100,0,0,0,0,0,0,44.33,55.67,0,0,0,0,0,0,99.46,0,0,0.54,99.47,0.38,0.15,100,0,99.46,0,0,0,0.54,0,0,0,0,0,1.44,0.54,98.569,3.41,137.64,0.09,5.23,13.07,3.65,94.89,13.3,0,2.01,27.57,70.42,0,0,100,79.96,100,25.99,27.51,27.6,46.97,44.18,41.88,25.32,26.58,28.79,19.31,25.83,27.45,1.14,1.49,1.55,44.41,11.18,8.74,50.292013,11.3677,4418464,3020897,94.2,370.6,95.39,571.97,350.55,435.16,580.17,686.87,803.55
DE214060,2.74,-0.06,0.14,17.33,1.19,219.26,3.88,0,100,0,0,0,0,0,0,33.58,66.42,0,0,0,0,0,0,100,0,0,0,99.25,0.75,0,100,0,100,0,0,0,0,0,0,0,0,0,1.55,0.56,80.237,3.33,138.35,0.09,5.74,14.24,3.93,95.36,12.73,0,1.3,22.13,76.57,0,0,100,100,100,25.41,27.01,27.02,47.92,44.97,42.52,25.58,26.93,29.37,20.08,26.79,28.21,1.12,1.5,1.56,48.35,12.63,9.99,50.325426,11.360671,4417895,3024604,46.2,405.04,46.63,593.5,391.82,461.02,597.06,715.16,803.55
DE214070,2.93,-0.12,0.12,17.35,1.19,216.52,3.88,0,76.84,0.88,22.28,0,0,0.54,0.33,17.71,31.52,0,0,0,27.61,0.32,21.96,77.13,11.9,2.28,8.69,60.67,39.33,0,88.1,11.9,89.18,10.12,0.1,0.6,0,0,0,0,0,0,1.67,0.57,47.383,2.71,134.72,0.22,5.56,9.12,3.7,49.03,8.86,0,9.95,24.33,65.71,0,0,41.59,0,100,25.64,26.9,27.71,45.08,42.35,39.14,24.88,26.35,28.76,18,23.64,26.11,1.1,1.45,1.51,49.16,15.25,12.77,50.277316,11.159383,4403646,3019007,149.3,313.84,147.07,598.23,312.22,337.54,626.37,815.24,871.13
DE214080,2.88,-0.12,0.12,17.52,1.18,217.93,3.92,1,53.59,3.15,43.26,0,0,0,0,1.36,4.99,0,0,3.15,47.23,0,43.26,53.1,0.82,28.5,17.57,62.16,37.59,0.25,99.18,0.82,55.43,2.07,24.95,17.05,0.49,0,0,0,0,0,1.21,0.42,51.666,5.33,133.49,0.07,5.12,31.91,6.57,146.03,17.33,0,3.89,40.01,55.9,0,0.2,51.84,0,100,28.76,29.38,30.02,45.11,42.93,39.68,24.48,26.03,28.65,17.86,24.12,27.11,1.18,1.49,1.55,47.1,15.21,13.45,50.347262,11.02805,4394177,3026646,129.3,350.82,128.68,568.51,338.73,392.18,525.46,821.12,873.7
DE214090,2.39,0.01,0.1,17.28,1.16,225.44,4.05,2,41.1,7.13,51.78,0,0,0,6.01,17.29,5.16,0,0,1.12,18.65,0.14,51.64,50.32,5.65,17.62,26.41,86.58,13.33,0.09,94.35,5.65,59.42,5.79,17.5,16.68,0.61,0,0,0,0,0,1.19,0.5,100,2.27,148.72,0.21,3.69,3.36,2.67,23.35,7.53,0,10.95,44.2,44.57,0.07,0.22,100,100,100,27.67,28.21,28.65,40.54,38.69,36.5,23.95,25.26,27.02,14.83,20.54,23.76,1.17,1.41,1.44,33.48,9.4,7.86,50.249175,10.962087,4389623,3015674,366.6,291.97,363.05,458.65,287.37,309.95,427.79,777.65,873.7
DE214100,2.08,0.07,0.07,17.29,1.14,232.38,4.17,2,47.74,6.76,45.5,0,0,0,6.13,37.95,2.71,0,0,0.63,7.09,0.05,45.45,77.74,4.08,8.14,10.04,94.15,5.07,0.79,95.92,4.08,63.55,17.31,8.98,9.92,0.23,0,0,0,0,0,0.81,0.39,75.954,2.14,148.33,0.18,2.45,4.19,2.56,12.04,5.05,0,7.13,54.69,38.07,0.03,0.08,100,58.32,100,28.37,29.21,29.33,39.9,38.34,36.88,26.5,27.21,28.56,13.34,18.94,22.53,1.24,1.44,1.47,26.85,6.95,5.32,50.129402,10.871227,4383299,3002272,962.2,256.25,955.28,384.73,254.09,287.92,352.75,625.22,873.7
DE214110,2.42,-0.02,0.09,17.97,1.17,229.96,4.14,0,24.59,0.84,74.57,0,0,0,0.84,5.62,17.61,0,0,0,1.35,0,74.57,25.42,10.32,1.81,62.45,99.99,0.01,0,89.68,10.32,93.51,2.8,2.04,1.65,0,0,0,0,0,0,1.09,0.45,90.238,2.07,148.81,0.23,3.08,3.15,2.38,13.92,5.02,0,18.18,30.69,51.13,0,0,100,100,100,26.47,27.34,27.77,38.3,36.48,34.85,23.56,24.52,25.71,14.41,20.32,23.71,1.12,1.36,1.4,29.97,7.18,5.63,50.296644,11.051664,4395937,3021041,71.6,313.61,69.8,435.4,312.74,329.89,390.26,659.05,732.33
DE214120,2.35,0,0.08,17.9,1.15,234.27,4.12,0,28.51,0,71.49,0,0,0,0,16,0,0,0,0,12.51,2.67,68.82,16.74,0,20.11,63.15,100,0,0,100,0,58.92,2.67,17.44,12.51,8.46,0,0,0,0,0,0.88,0.37,45.952,2.47,147.77,0.19,2.72,3.94,1.85,12.26,5.43,0,0,44.41,55.59,0,0,38.17,0,100,31.69,32.11,32.67,43.72,42.38,40.39,24.59,25.51,26.94,16.16,22.54,26.64,1.26,1.53,1.56,35.38,7.69,6.42,50.349641,10.963159,4389554,3026848,18.3,366.02,18.61,467.9,363.62,403.17,470.12,526.3,577.36
DE214130,2.33,0.01,0.08,18,1.16,232.61,4.1,0,19.35,16.99,63.66,0,0,0,16.99,8.82,0,0,0,0,10.53,1.47,62.19,23.73,0,34.27,42,100,0,0,100,0,39.67,1.56,37.38,16.74,4.66,0,0,0,0,0,2.39,1.02,55.953,1.9,156.13,0.69,6.01,0.39,1.36,0.63,8,0,0.35,38.01,61.64,0,0,62.1,0,100,32.04,32.62,33.04,42.96,41.5,39.71,24.82,25.71,27.07,16.29,22.92,26.97,1.27,1.52,1.56,34.96,7.68,6.23,50.314659,10.973172,4390318,3022967,31.5,332.91,33.79,457.21,331.23,374.62,461.86,519.82,577.36
DE214140,2.07,0.06,0.06,18.35,1.16,237.77,4.17,0,42.01,23.73,34.26,0,0,0,23.73,42.01,0,0,0,0,0,0,34.26,76.94,7.7,15.36,0,99.95,0,0.05,92.3,7.7,27.66,8.47,27.03,36.85,0,0,0,0,0,0,0.62,0.3,50.239,3.13,135,0.04,2.19,14.47,2.35,93.58,10.97,0,2.98,82.44,14.58,0,0,48.43,0,100,28.75,29.15,29.12,41.24,39.8,38.01,26.99,28.02,29.85,12.36,16.94,20.29,1.31,1.45,1.48,22.8,6.81,5.3,50.297918,10.924325,4386862,3021060,34.7,303.18,35.19,357.83,300.24,305.66,333.56,478.31,525.55
DE214150,1.91,0.14,0.06,18.73,1.16,246.68,4.28,1,47.9,17.68,34.42,0,0,0,17.68,47.9,0,0,0,0,0,0,34.42,76.34,8.25,15.41,0,99.97,0,0.03,91.75,8.25,33.71,8.44,20.66,37.19,0,0,0,0,0,0,0.66,0.34,17.143,3.12,128.91,0.09,2.12,8.64,2.44,60.09,7.69,0,4.97,76.22,17.35,0.46,1.01,0,0,57.14,27.92,28.35,28.54,40.73,39.31,37.28,26.76,27.76,29.6,11.98,16.54,19.74,1.29,1.44,1.46,22.19,6.47,5,50.276894,10.944355,4388319,3018740,52,294.76,52.62,349.55,293.43,301.5,328.37,463.79,525.55
DE214160,1.89,0.12,0.06,17.72,1.14,238.96,4.17,0,43.56,3.62,52.81,0,0,0,3.09,43.56,0,0,0,0.53,0,0,52.81,94.53,1.82,3.65,0,98.1,0,1.9,98.18,1.82,71.23,14.48,5.88,8.41,0,0,0,0,0,0,0.57,0.3,87.383,1.92,151.55,0.14,1.62,5.85,2.11,6.23,4.99,0,3.35,59.46,37.18,0,0,100,100,100,29.48,30.39,30.21,39.91,38.43,37.39,27.97,28.53,29.75,12.52,17.92,21.79,1.29,1.47,1.49,23.74,5.8,4.06,50.177449,10.842123,4381158,3007591,380.7,263.2,378.79,342.45,261.8,288.1,337.69,412.69,525.02
DE214170,1.81,0.13,0.06,17.43,1.16,231.46,4.29,0,29.15,1.22,69.63,0,0,0,0,29.15,0,0,0,1.22,0,0,69.63,98.7,1.22,0.07,0,96.34,0,3.66,98.78,1.22,96.74,0,0,3.26,0,0,0,0,0,0,0.54,0.3,84.528,1.44,154.51,0.16,1.45,5.26,1.72,2.12,3.18,0,1.57,57.71,40.72,0,0,93.17,100,100,30.47,31.26,30.94,39.46,38.15,37.41,28.47,28.99,30.04,12.42,17.96,22,1.3,1.47,1.5,24.38,5.99,4.22,50.239494,10.785922,4377070,3014447,166,275.07,163.26,338.42,273.45,292.3,334.84,390.92,453.69
DE214190,1.82,0.11,0.06,17.56,1.15,228.6,4.35,0,59.01,3.62,37.37,0,0,0,3.62,59.01,0,0,0,0,0,0,37.37,100,0,0,0,99.6,0,0.4,100,0,92.59,1.81,0,5.6,0,0,0,0,0,0,0.5,0.27,80.241,1.68,152.77,0.12,1.47,7.34,2.33,9.98,5.63,0,1.24,43.78,54.98,0,0,96.58,98.3,100,29.59,31.09,31.37,41.31,39.93,39.04,27.95,27.83,28.44,14.17,20.4,24.55,1.3,1.5,1.54,25.74,5.54,3.83,50.14458,10.705881,4371460,3003833,165.1,275.1,161.94,367.83,272.99,301.78,361.34,463.15,531.87
DE214200,1.88,0.12,0.06,18.22,1.15,240.65,4.28,0,73.5,5.18,21.32,0,0,0,5.18,73.5,0,0,0,0,0,0,21.32,97.88,2.12,0,0,99.62,0,0.38,97.88,2.12,86.19,11.41,0,2.4,0,0,0,0,0,0,0.5,0.27,100,1.82,153.94,0.12,1.62,6.46,3.12,12.16,6.45,0,2.56,46.13,51.31,0,0,100,100,100,28,29.28,29.66,42.12,40.98,39.94,27.59,27.46,28.1,14.05,20.64,24.77,1.28,1.49,1.53,25,5.25,3.58,50.0021,10.843452,4381474,2988091,380.6,248.56,377.81,352.22,241.95,271.79,348.09,447.35,531.87
DE214210,1.85,0.11,0.06,18.78,1.13,245.39,4.26,0,77.51,4.16,18.34,0,0,0,4.16,77.51,0,0,0,0,0,0,18.34,100,0,0,0,97.91,0,2.09,100,0,84.51,15.49,0,0,0,0,0,0,0,0,0.51,0.28,60.239,1.77,153.83,0.14,1.38,6,1.82,2.68,3.24,0,5.44,53.12,41.44,0,0,72.36,0,100,28.18,29.02,29.25,40.64,39.63,38.51,27.23,27.4,28.28,13.46,19.97,24.16,1.26,1.46,1.49,23.99,5.02,3.58,50.145686,10.736127,4373621,3003977,36.9,278.77,37.94,362.81,276.55,303.1,357.21,447.1,482.51
DE214220,2.07,0.15,0.07,16.2,1.17,228.52,4.01,5,22.79,23.43,53.78,0,0,4.31,1.72,16.78,4.82,0,0,17.39,1.19,0.3,53.48,73.97,6.04,18.5,1.49,100,0,0,93.96,6.04,50.46,24.13,17.49,7.61,0,0.3,0,0,0,0,0.68,0.33,95.952,0.9,167.86,0.31,1.38,0.38,1.67,2.68,3.24,0,10.44,46.47,42.69,0,0.4,100,100,100,24.54,25.83,26,39.45,37.81,36.7,26.62,26.98,27.92,12.26,16.25,18.94,1.18,1.42,1.44,24.54,5.18,3.53,49.546095,10.973643,4391471,2937499,3782.5,274,3859.21,423.44,270.2,319.21,416.03,553.33,666.72
DE214230,2.06,0.14,0.07,15.7,1.16,226.12,4.03,5,28.86,27.02,44.12,0,0,3.79,1.59,23.39,4.82,0,0,21.63,0.66,0.24,43.88,67.29,6.43,25.42,0.86,99.99,0,0.01,93.57,6.43,45.19,22.03,22.39,10.22,0,0.17,0,0,0,0,0.66,0.32,100,1,164.65,0.28,1.46,0.49,1.79,0.22,1.67,0,8.45,51.28,39.97,0,0.29,100,100,100,25.42,26.59,26.87,40.59,38.97,37.73,26.28,26.73,27.69,12.53,16.88,19.77,1.21,1.44,1.46,24.53,5.12,3.51,49.832746,10.948965,4389279,2969350,6977.7,240.5,6979.66,404.69,237.14,292.3,399.06,540.03,666.72
DE214240,1.95,0.2,0.06,16.92,1.18,237.25,4.09,4,31.7,7.15,61.15,0,0,4.82,0.52,28.81,2.89,0,0,1.81,0,0,61.15,89.76,6.25,4,0,100,0,0,93.75,6.25,62.47,24.57,1.81,11.15,0,0,0,0,0,0,0.63,0.33,77.382,1.65,174.42,0.2,1.3,0.62,1.57,1.77,2.24,0,7.52,52.15,38.84,0,1.49,100,78.31,100,25.96,26.55,26.58,40.54,39.11,38.13,25.76,26.61,27.55,11.7,15.57,18.75,1.22,1.44,1.46,21.54,4.83,3.22,49.250229,11.084194,4399949,2904715,957.6,328.54,961.48,435.93,325.47,373.71,431.9,508.66,651.39
DE214250,1.98,0.21,0.07,16.68,1.16,233.13,4.06,4,25.93,10.27,63.8,0,0,4.86,1.13,19.4,5.78,0,0,4.29,0.76,0.06,63.74,87.86,5.99,5.44,0.71,100,0,0,94.01,5.99,64,24.38,4.29,7.27,0,0.06,0,0,0,0,0.61,0.31,100,1.35,171.81,0.23,1.25,0.42,1.61,1.19,5.12,0,9.49,47.41,42.32,0,0.79,100,100,100,24.52,25.33,25.34,39.41,38.13,37.2,27.43,27.9,28.83,11.65,15.25,18.12,1.21,1.43,1.45,22.4,4.82,3.21,49.436077,10.991175,4392902,2925283,1773.7,290.46,1815.46,425.02,290.06,343.59,419.79,540.81,651.39
DE214260,1.8,0.1,0.05,20.5,1.18,256.34,4.37,0,51.28,0,48.72,0,0,0,0,51.28,0,0,0,0,0,0,48.72,62.14,0,37.86,0,100,0,0,100,0,48.72,0,0,51.28,0,0,0,0,0,0,0.46,0.26,15.496,2.6,137.3,0.05,1.37,10.5,2.5,73.69,8.1,0,2.96,48.28,48.76,0,0,0,0,51.65,32.66,34.13,34.5,44.02,41.47,39.9,21.05,22.13,23.33,12.68,17.76,21.29,1.26,1.52,1.55,26.19,5.74,4.34,49.404307,10.465252,4354773,2921372,24.5,421.16,24.8,468.23,420.64,428.13,460.85,524.47,554.86
DE214270,1.88,0.11,0.06,17.98,1.19,243.31,4.17,0,41.02,0,58.98,0,0,0,0,41.02,0,0,0,0,0,0,58.98,79.09,0,20.91,0,100,0,0,100,0,58.98,0,0,41.02,0,0,0,0,0,0,0.54,0.29,67.377,2.09,150.2,0.11,1.55,8.2,2.07,13.5,5.86,0,2.34,52.01,45.65,0,0,89.45,0,99.99,32.47,33.96,34,43.17,41.1,39.87,22.05,22.63,23.82,12.56,17.93,21.55,1.28,1.52,1.55,25.17,5.36,3.93,49.367373,10.492274,4356762,2917278,65.3,415.93,65.04,465.94,411.49,423.93,460.74,520.9,554.86
DE214280,1.91,0.16,0.07,17.99,1.19,241.07,4.21,0,48.18,0,51.82,0,0,0,0,48.18,0,0,0,0,0,0,51.82,83.36,0,16.64,0,100,0,0,100,0,51.82,0,0,48.18,0,0,0,0,0,0,0.54,0.28,99.988,1.97,154.59,0.11,1.57,7.65,2,16.59,6.43,0,4.38,57.66,37.95,0,0,100,100,99.96,30.94,32.42,32.6,42.47,40.51,39.37,22.03,22.52,23.48,12.17,17.28,20.76,1.26,1.49,1.51,23.73,5,3.57,49.30459,10.565628,4362143,2910336,119.1,403.26,118.53,458.82,399.69,410.99,458.03,515.45,554.86
DE214290,1.9,0.17,0.07,17.6,1.18,239.83,4.19,0,23.51,0.02,76.48,0,0,0,0.02,23.51,0,0,0,0,0,0,76.48,90.79,3.62,5.6,0,100,0,0,96.38,3.62,70.97,0.49,0,28.54,0,0,0,0,0,0,0.5,0.26,94.524,1.41,158.66,0.16,1.28,3.98,2.21,2.78,6.46,0,7.5,57.51,34.99,0,0,100,100,100,27.11,28.58,28.6,40.4,39.11,38.31,26.13,25.95,26.73,11.68,15.79,19.12,1.25,1.46,1.49,21.99,5.02,3.27,49.195394,10.887341,4385688,2898426,376.2,369.76,375.75,443.82,362.47,391.21,443.59,500,560.18
DE214310,1.94,0.27,0.06,19.31,1.19,246.25,4.3,0,57.04,34.22,8.74,0,0,13.29,0,33.42,23.62,0,0,20.93,0,0,8.74,65.78,13.29,20.93,0,100,0,0,86.71,13.29,0.11,78.96,20.93,0,0,0,0,0,0,0,0.4,0.21,71.648,2.3,153.18,0.06,1.27,7.9,2.03,37.59,7.58,0,9.94,70.51,19.55,0,0,99.71,0,99.93,25.85,25.98,26.47,42.43,40,38.04,22.22,24.51,25.99,11.43,15,17.79,1.19,1.41,1.44,19.92,4.08,2.93,49.02987,10.954953,4390851,2880086,29.6,403.25,30.45,461.38,402.79,411.25,436.68,579.85,644.26
DE214320,1.98,0.24,0.06,17.68,1.18,231.51,4.2,0,56.82,15.44,27.74,0,0,4.77,0,42.33,14.49,0,0,10.68,0,0,27.74,84.56,4.77,10.68,0,100,0,0,95.23,4.77,22.31,67.02,10.68,0,0,0,0,0,0,0,0.51,0.26,71.664,1.77,151.31,0.13,1.43,4.85,1.66,5.54,2.74,0,8.58,69.02,22.41,0,0,96.57,18.29,100,26.35,26.13,26.33,44.08,41.75,40.27,22.87,25.42,26.71,12.39,16.56,19.72,1.23,1.45,1.48,20.85,4.29,3.02,49.120565,11.003849,4394292,2890216,161.7,365.51,162.72,462.83,364.47,396.32,449.3,593.7,651.39
DE214330,1.95,0.23,0.06,18.24,1.18,241.6,4.2,3,47.02,14.26,38.73,0,0,7.42,0,37.74,9.28,0,0,6.84,0,0,38.73,85.74,7.42,6.84,0,100,0,0,92.58,7.42,39.61,53.55,6.84,0,0,0,0,0,0,0,0.57,0.29,78.809,1.63,163.3,0.18,1.51,2.24,1.73,1.35,3.17,0,6.32,57.69,31.24,0,4.75,100,98.3,100,25.68,25.35,25.39,41.58,39.69,38.51,22.65,24.87,26.01,11.96,15.94,19.13,1.18,1.4,1.42,20.53,4.37,3.01,49.153392,11.012897,4394903,2893875,254.7,354.11,254.08,453.76,354.11,391.32,444,577.32,651.39
DE214340,2.05,0.23,0.07,18.25,1.19,238.87,4.15,0,80.38,8.75,10.87,0,0,0,0,51.71,28.67,0,0,8.75,0,0,10.87,91.25,0,8.75,0,100,0,0,100,0,0,91.25,8.75,0,0,0,0,0,0,0,0.54,0.26,70.588,2.95,143.6,0.04,1.97,16.92,2.26,91.17,9.55,0,2.53,78.88,18.59,0,0,99.71,0,96.4,28.6,28.44,28.31,46.32,43.43,42.14,22.8,25.86,27.27,13.43,17.94,20.93,1.27,1.51,1.55,22.22,4.47,3.19,49.049297,10.981968,4392798,2882272,39.5,399.61,38.56,489.93,399.61,431.02,473.32,603.75,624.57
DE214350,2.03,0.23,0.06,17.9,1.19,240.93,4.17,1,43.94,11.31,44.75,0,0,8.88,2.43,41.54,2.4,0,0,0.01,0,0,44.75,91.09,8.9,0.01,0,100,0,0,91.1,8.9,55.28,44.72,0.01,0,0,0,0,0,0,0,1.11,0.55,74.523,2.68,200,0.19,3.27,0.73,1.48,33.02,5.13,0,8.29,47.3,43.3,0,1.11,100,38.28,100,24.4,24.95,24.93,39.64,37.94,36.88,27.42,28.58,29.66,10.87,14,16.28,1.22,1.42,1.45,20.97,4.53,3.21,49.247824,11.093963,4400664,2904458,172,337.33,176.37,414.69,329,363.99,412.5,474.42,625.04
DE214360,1.88,0.2,0.06,18.21,1.17,244.04,4.28,0,1.88,0.73,97.4,0,0,0,0.73,1.88,0,0,0,0,0,0,97.4,95.5,4.5,0,0,100,0,0,95.5,4.5,98.12,1.88,0,0,0,0,0,0,0,0,0.45,0.24,77.382,0.87,164.7,0.22,0.88,0.55,1.45,0.06,1,0,5.29,51,43.72,0,0,100,78.31,100,23.73,24.94,24.61,39.34,38.88,38.29,33.55,32.81,33.73,11.28,14.41,17.77,1.3,1.51,1.54,22.11,5.08,3.17,49.241205,11.053475,4397726,2903679,123.6,337.96,124.1,411.99,336.3,365.27,414.32,452.8,492.86
DE214370,2.41,0.09,0.09,16.67,1.2,221.67,4.04,0,45.16,31.31,23.53,0,0,2.28,0.02,7.62,35.32,0,0,29.01,2.22,0,23.53,62.53,2.28,29.01,6.18,100,0,0,97.72,2.28,0.02,70.97,29.01,0,0,0,0,0,0,0,0.87,0.36,98.572,1.84,153.01,0.23,2.37,3.21,1.62,4.64,4.94,0,10.57,54.58,34.85,0,0,100,100,100,26.43,27.37,28.06,40.01,38.12,36.68,24.86,25.8,26.56,14.53,19.13,20.94,1.16,1.42,1.45,28.99,5.36,3.77,49.368821,11.377605,4421070,2918257,185.4,374.57,208.23,492.99,372.17,409.3,484.22,586.39,641.55
DE214380,2.31,0.13,0.08,16.54,1.19,219.12,4.07,0,43.12,24.07,32.81,0,0,1.68,3.63,14.93,23.92,0,0,18.75,4.27,0.03,32.78,75.54,1.71,18.75,4,100,0,0,98.29,1.71,21.27,59.95,18.75,0,0,0.03,0,0,0,0,0.83,0.36,97.141,1.56,157.55,0.29,2.11,1.94,1.56,1.68,5.29,0,12.71,42.56,44.73,0,0,100,59.97,100,24.94,26.13,26.61,38.69,37.04,35.73,26.64,27.1,27.93,13.52,17.6,19.48,1.16,1.4,1.43,27.31,5.15,3.63,49.355186,11.141189,4403921,2916447,275.4,331.76,322.15,460.9,327.23,366.24,440.15,577.1,641.55
DE214400,1.81,0.16,0.06,18.1,1.17,248.59,4.34,0,30.79,0,69.21,0,0,0,0,30.79,0,0,0,0,0,0,69.21,97.81,2.19,0,0,100,0,0,97.81,2.19,69.21,0,0,30.79,0,0,0,0,0,0,0.48,0.27,72.841,1.26,167.46,0.19,1.08,2.72,1.7,0.5,5,0,4.63,73.58,21.79,0,0,100,14.73,100,27.2,30.2,30.06,41.09,38.55,37.97,27.35,26.88,27.6,12.71,17.59,21.17,1.29,1.5,1.52,20.75,4.74,3.34,49.39393,10.733963,4374290,2920378,47.2,333.02,47.29,412.35,329.41,357.31,409.04,472.56,508.37
DE214410,1.71,0.22,0.05,18.34,1.13,254.31,4.49,0,24.1,0,75.9,0,0,0,0,24.1,0,0,0,0,0,0,75.9,94.99,4.65,0.36,0,100,0,0,95.35,4.65,75.9,0,0,24.1,0,0,0,0,0,0,0.39,0.23,18.05,1.27,154.5,0.15,0.82,1.75,1.91,0.5,5,0,3.8,66.07,30.13,0,0,0,0,60.16,25.42,27.99,27.76,40.8,39.15,38.71,30.33,29.42,30.09,12.11,16.38,19.87,1.31,1.52,1.54,21.18,4.7,3.08,49.426526,10.895565,4385980,2924132,293,305.87,294.04,402.64,302.47,338.24,400.26,472.5,529.91
